-1.32598     	-2.84261     
-3.78999     	-0.926505    
-0.00960681  	-3.81265     
-2.43495     	0.241884     
2.31263      	2.46859      
-3.68567     	1.24999      
-1.92738     	3.06318      
-0.865832    	-4.23322     
0.337647     	3.69108      
1.73505      	2.95327      
-4.25036     	0.256777     
-1.92959     	1.51508      
1.13963      	-3.83014     
-0.753157    	-1.93593     
-1.86999     	2.21205      
-0.373041    	-1.07754     
-3.01034     	4.46827      
0.120368     	-3.1363      
-2.69872     	0.998536     
3.89793      	-0.930221    
-0.316535    	4.42105      
-3.17872     	-3.97093     
2.81767      	-3.25887     
2.71463      	3.32433      
4.37436      	-1.51714     
1.85097      	-2.45529     
-4.42401     	-3.47007     
1.04265      	-2.89867     
-3.78626     	-4.35413     
0.939172     	0.381308     
-2.93479     	1.87389      
0.697691     	-0.542699    
0.328781     	-2.20863     
-1.71068     	-1.95117     
-2.7765      	-2.48978     
1.80363      	-3.16972     
-0.743903    	0.657823     
-0.911362    	3.34811      
2.92906      	-0.782485    
-3.52147     	-3.16174     
1.87844      	-0.726059    
3.17893      	-1.60789     
0.882403     	2.651        
0.762205     	1.85455      
-4.12402     	-2.48719     
3.39507      	0.275027     
-3.11827     	3.6413       
-4.1768      	3.84451      
-1.38477     	4.31967      
-2.00802     	-1.19031     
-4.09688     	-1.66569     
2.76554      	1.73103      
-1.50952     	-3.58333     
-0.0247519   	2.87222      
3.48573      	3.84731      
-3.01736     	-0.589902    
2.51306      	-3.97987     
3.80642      	1.95         
0.80153      	-1.37121     
-2.72584     	2.74446      
2.78949      	-2.54953     
-2.25663     	-3.11494     
-1.43416     	-0.0578665   
-0.0333929   	0.653743     
3.87127      	2.94402      
-0.469225    	1.38803      
2.0559       	1.15916      
-0.106234    	2.16734      
1.15374      	1.11228      
-2.18032     	3.94122      
2.50463      	0.311043     
-2.26404     	-4.36047     
4.28616      	0.151213     
2.81884      	4.30845      
1.2038       	3.66064      
2.01214      	-1.53888     
3.63897      	-4.1536      
3.5069       	1.1869       
4.32205      	-3.30875     
4.39203      	-2.46166     
3.38109      	-2.26018     
4.87222      	-0.483567    
-3.22222     	0.336069     
-1.22681     	2.56736      
4.30398      	3.94857      
4.54831      	3.2546       
0.610962     	-4.44055     
2.883        	0.898561     
-4.25976     	1.96022      
4.42943      	2.28992      
3.46527      	-3.08596     
1.73432      	-4.2486      
-3.6801      	2.62217      
-0.3965      	-2.5789      
1.6404       	0.413565     
4.63956      	0.876346     
-3.23595     	-1.6271      
-0.15548     	-0.191925    
1.73976      	2.08524      
3.18834      	2.66002      
