0.62748      	-1.99111     
-1.58053     	-0.262589    
1.33884      	-3.10789     
0.0650167    	0.0475546    
3.36797      	1.48272      
-1.56582     	1.10787      
0.170185     	2.56185      
1.06845      	-3.83328     
1.9861       	2.98656      
2.74543      	2.03609      
-2.28721     	0.12688      
0.24819      	0.730678     
2.40469      	-2.8557      
0.914223     	-1.29313     
0.0202577    	1.57667      
1.44895      	-0.576016    
-1.23192     	3.80436      
1.49993      	-2.20744     
-0.634754    	0.938484     
5.00095      	-0.256778    
1.3206       	3.33743      
-1.14039     	-2.95359     
3.88131      	-2.36636     
3.37951      	2.7529       
5.00087      	-0.788044    
3.18073      	-1.87516     
-2.43078     	-2.63664     
2.2522       	-1.91457     
-1.96325     	-3.57711     
2.6162       	0.26592      
-0.948158    	1.51124      
2.16003      	-0.553787    
2.14254      	-1.36758     
-0.0990068   	-1.33741     
-0.689617    	-1.78605     
2.76187      	-2.646       
0.977702     	0.219162     
0.641805     	2.83988      
3.75439      	-0.531188    
-1.35438     	-2.48382     
2.87912      	-0.317443    
5.00053      	-0.0974128   
2.20383      	1.9785       
2.20805      	1.25624      
-2.33488     	-1.92775     
5.00154      	0.00580505   
-1.22133     	2.73197      
-2.06822     	2.89631      
0.399305     	3.61001      
0.0610053    	-0.880885    
-2.0686      	-1.00137     
4.83864      	0.340057     
0.64253      	-2.84633     
1.26817      	2.13608      
3.92191      	2.67029      
-0.579122    	-0.403515    
3.60222      	-3.11406     
5.00115      	0.89659      
2.82545      	-1.11096     
-0.645124    	2.03869      
3.97373      	-1.65132     
0.00318697   	-2.37794     
0.695072     	-0.507482    
1.94937      	0.624107     
3.59161      	2.2353       
1.04314      	1.01665      
3.83734      	0.820479     
1.60274      	1.60093      
3.01306      	0.804499     
-0.303715    	3.08293      
4.21993      	0.21354      
-0.0529843   	-3.45436     
5.00011      	0.138808     
3.3694       	3.73085      
2.66098      	3.30897      
3.46735      	-1.00812     
4.1768       	-3.43339     
5.00017      	0.53988      
4.62182      	-2.569       
4.59059      	-1.17619     
4.38999      	-0.572714    
5.0007       	-0.46127     
-1.12373     	0.153779     
0.791962     	1.88748      
4.61052      	3.08314      
4.621        	1.80825      
2.05004      	-3.73893     
5.00123      	0.491749     
-2.49605     	1.38648      
4.42123      	1.20326      
4.49084      	-1.96702     
2.83412      	-3.38364     
-1.86731     	1.98947      
1.20232      	-1.85284     
3.4018       	0.282916     
5.00018      	0.843455     
-1.24275     	-1.09151     
1.76739      	-0.173192    
2.80252      	1.56034      
4.07964      	1.38842      
